team,fifa_code,group,name,position,age,caps,overall,pace,shooting,passing,dribbling,defending,physical,rating_source
Brazil,BRA,C,Endrick,FW,19,17,80.0,74.0,67.0,74.0,75.0,73.0,74.0,team-median
Brazil,BRA,C,Lucas Paquetá,MF,28,63,81.0,74.0,75.0,79.0,83.0,69.0,78.0,fifa-match
Brazil,BRA,C,Luiz Henrique,FW,25,15,77.0,72.0,54.0,74.0,75.0,73.0,59.0,fifa-match
Brazil,BRA,C,Gabriel Martinelli,FW,24,23,76.0,87.0,69.0,67.0,78.0,44.0,67.0,fifa-match
Brazil,BRA,C,Ederson,GK,32,32,89.0,74.0,67.0,74.0,75.0,73.0,74.0,fifa-match
Brazil,BRA,C,Roger Ibañez,DF,27,7,77.0,81.0,32.0,45.0,57.0,79.0,77.0,fifa-match
Brazil,BRA,C,Igor Thiago,FW,24,4,86.0,63.0,72.0,86.0,90.0,70.0,66.0,fifa-match
Brazil,BRA,C,Rayan,FW,19,2,67.0,66.0,67.0,51.0,66.0,40.0,69.0,fifa-match
Haiti,HAI,C,Johny Placide,GK,38,82,66.0,75.0,58.0,54.0,65.0,34.0,69.0,fifa-match
Haiti,HAI,C,Carlens Arcus,DF,29,56,70.0,73.0,42.0,63.0,64.0,67.0,73.0,fifa-match
Haiti,HAI,C,Keeto Thermoncy,DF,20,1,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Ricardo Adé,DF,36,59,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Hannes Delcroix,DF,27,7,71.0,70.0,28.0,57.0,62.0,72.0,70.0,fifa-match
Haiti,HAI,C,Carl Sainté,MF,23,26,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Derrick Etienne Jr.,FW,29,51,80.0,95.0,70.0,71.0,87.0,29.0,66.0,fifa-match
Haiti,HAI,C,Martin Expérience,DF,27,21,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Duckens Nazon,FW,32,82,66.0,75.0,65.0,47.0,66.0,24.0,63.0,fifa-match
Haiti,HAI,C,Jean-Ricner Bellegarde,MF,27,10,73.0,79.0,60.0,69.0,75.0,69.0,69.0,fifa-match
Haiti,HAI,C,Louicius Deedson,FW,25,32,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Alexandre Pierre,GK,25,16,65.0,69.0,37.0,46.0,50.0,63.0,81.0,fifa-match
Haiti,HAI,C,Duke Lacroix,DF,32,16,79.0,88.0,33.0,56.0,65.0,80.0,77.0,fifa-match
Haiti,HAI,C,Garven Metusala,DF,26,16,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Ruben Providence,FW,24,15,67.0,83.0,58.0,52.0,77.0,27.0,37.0,fifa-match
Haiti,HAI,C,Lenny Joseph,FW,25,2,64.0,77.0,67.0,50.0,61.0,19.0,51.0,fifa-match
Haiti,HAI,C,Danley Jean Jacques,MF,26,31,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Wilson Isidor,FW,25,4,66.0,67.0,65.0,54.0,66.0,21.0,57.0,fifa-match
Haiti,HAI,C,Yassin Fortuné,FW,27,4,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Frantzdy Pierrot,FW,31,51,67.0,64.0,69.0,50.0,58.0,27.0,79.0,fifa-match
Haiti,HAI,C,Josué Casimir,FW,24,7,59.0,80.0,58.0,46.0,58.0,23.0,56.0,fifa-match
Haiti,HAI,C,Jean-Kévin Duverne,DF,28,17,71.0,61.0,35.0,59.0,66.0,72.0,73.0,fifa-match
Haiti,HAI,C,Josué Duverger,GK,26,7,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Wilguens Paugain,DF,24,8,67.0,75.0,58.0,54.0,65.0,34.0,69.0,team-median
Haiti,HAI,C,Dominique Simon,MF,25,2,75.0,92.0,70.0,66.0,79.0,34.0,65.0,fifa-match
Haiti,HAI,C,Woodensky Pierre,MF,21,1,65.0,69.0,37.0,46.0,50.0,63.0,81.0,fifa-match
Morocco,MAR,C,Yassine Bounou,GK,35,90,82.0,71.0,68.0,68.0,71.0,59.0,71.0,fifa-match
Morocco,MAR,C,Achraf Hakimi,DF,27,96,85.0,95.0,71.0,78.0,83.0,76.0,78.0,fifa-match
Morocco,MAR,C,Noussair Mazraoui,DF,28,45,80.0,82.0,61.0,74.0,81.0,75.0,71.0,fifa-match
Morocco,MAR,C,Sofyan Amrabat,MF,29,75,76.0,69.0,71.0,70.0,75.0,73.0,78.0,fifa-match
Morocco,MAR,C,Marwane Saâdane,DF,34,8,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Ayyoub Bouaddi,MF,18,3,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Chemsdine Talbi,MF,21,5,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Azzedine Ounahi,MF,26,49,60.0,60.0,44.0,57.0,57.0,59.0,50.0,fifa-match
Morocco,MAR,C,Soufiane Rahimi,FW,30,37,73.0,85.0,74.0,67.0,71.0,38.0,64.0,fifa-match
Morocco,MAR,C,Brahim Díaz,FW,26,26,80.0,92.0,77.0,70.0,82.0,32.0,71.0,fifa-match
Morocco,MAR,C,Ismael Saibari,MF,25,30,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Munir Mohamedi,GK,37,52,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Zakaria El Ouahdi,DF,24,3,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Issa Diop,DF,29,4,78.0,39.0,66.0,68.0,68.0,78.0,87.0,fifa-match
Morocco,MAR,C,Samir El Mourabet,MF,20,4,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Gessime Yassine,MF,20,4,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Amine Sbaï,FW,25,2,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Chadi Riad,DF,22,6,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Youssef Belammari,DF,27,18,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Ayoub El Kaabi,FW,32,71,68.0,71.0,68.0,56.0,64.0,33.0,66.0,fifa-match
Morocco,MAR,C,Ayoube Amaimouni,FW,21,2,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Ahmed Reda Tagnaouti,GK,30,3,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Bilal El Khannouss,MF,22,37,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Neil El Aynaoui,MF,24,16,60.0,71.0,54.0,58.0,67.0,48.0,59.0,fifa-match
Morocco,MAR,C,Redouane Halhal,DF,23,3,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Morocco,MAR,C,Anass Salah-Eddine,DF,24,9,77.0,71.0,68.0,68.0,71.0,59.0,71.0,team-median
Scotland,SCO,C,Angus Gunn,GK,30,22,72.0,69.0,60.0,59.0,66.0,68.0,75.0,fifa-match
Scotland,SCO,C,Aaron Hickey,DF,24,21,69.0,69.0,50.0,65.0,67.0,66.0,56.0,fifa-match
Scotland,SCO,C,Andy Robertson,DF,32,94,87.0,84.0,61.0,81.0,81.0,82.0,76.0,fifa-match
Scotland,SCO,C,Scott McTominay,MF,29,70,80.0,66.0,75.0,75.0,75.0,78.0,84.0,fifa-match
Scotland,SCO,C,Grant Hanley,DF,34,68,75.0,52.0,32.0,45.0,51.0,76.0,74.0,fifa-match
Scotland,SCO,C,Kieran Tierney,DF,29,56,80.0,84.0,60.0,75.0,77.0,75.0,79.0,fifa-match
Scotland,SCO,C,John McGinn,MF,31,86,78.0,70.0,73.0,75.0,78.0,71.0,80.0,fifa-match
Scotland,SCO,C,Tyler Fletcher,MF,19,2,70.0,51.0,71.0,59.0,68.0,33.0,69.0,fifa-match
Scotland,SCO,C,Lyndon Dykes,FW,30,51,70.0,68.0,68.0,50.0,66.0,29.0,81.0,fifa-match
Scotland,SCO,C,Ché Adams,FW,29,47,77.0,81.0,48.0,70.0,73.0,74.0,75.0,fifa-match
Scotland,SCO,C,Ryan Christie,MF,31,68,74.0,80.0,71.0,72.0,76.0,65.0,77.0,fifa-match
Scotland,SCO,C,Liam Kelly,GK,30,3,74.0,50.0,44.0,59.0,61.0,76.0,68.0,fifa-match
Scotland,SCO,C,Jack Hendry,DF,31,38,69.0,70.0,59.0,52.0,62.0,67.0,78.0,fifa-match
Scotland,SCO,C,Ross Stewart,FW,29,3,69.0,56.0,22.0,46.0,52.0,69.0,79.0,fifa-match
Scotland,SCO,C,John Souttar,DF,29,24,71.0,41.0,28.0,48.0,57.0,72.0,75.0,fifa-match
Scotland,SCO,C,Dominic Hyam,DF,30,4,69.0,50.0,32.0,53.0,57.0,70.0,72.0,fifa-match
Scotland,SCO,C,Ben Gannon-Doak,FW,20,14,70.0,69.0,60.0,59.0,66.0,68.0,75.0,team-median
Scotland,SCO,C,George Hirst,FW,27,10,64.0,64.0,63.0,41.0,57.0,30.0,67.0,fifa-match
Scotland,SCO,C,Lewis Ferguson,MF,26,24,71.0,73.0,71.0,69.0,70.0,68.0,81.0,fifa-match
Scotland,SCO,C,Lawrence Shankland,FW,30,20,67.0,72.0,68.0,58.0,66.0,27.0,72.0,fifa-match
Scotland,SCO,C,Craig Gordon,GK,43,84,68.0,69.0,60.0,59.0,66.0,68.0,75.0,fifa-match
Scotland,SCO,C,Nathan Patterson,DF,24,26,66.0,81.0,44.0,57.0,63.0,62.0,69.0,fifa-match
Scotland,SCO,C,Kenny McLean,MF,34,58,73.0,65.0,70.0,70.0,72.0,65.0,74.0,fifa-match
Scotland,SCO,C,Anthony Ralston,DF,27,27,64.0,70.0,44.0,58.0,62.0,61.0,67.0,fifa-match
Scotland,SCO,C,Findlay Curtis,FW,20,3,68.0,83.0,64.0,60.0,67.0,48.0,76.0,fifa-match
Scotland,SCO,C,Scott McKenna,DF,29,50,70.0,60.0,33.0,44.0,46.0,68.0,83.0,fifa-match
Australia,AUS,D,Mathew Ryan,GK,34,104,77.0,73.0,54.0,59.0,67.0,65.0,72.0,fifa-match
Australia,AUS,D,Miloš Degenek,DF,32,57,73.0,78.0,62.0,68.0,64.0,71.0,83.0,fifa-match
Australia,AUS,D,Alessandro Circati,DF,22,13,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Jacob Italiano,DF,24,5,61.0,74.0,55.0,56.0,67.0,46.0,46.0,fifa-match
Australia,AUS,D,Jordan Bos,DF,23,27,61.0,73.0,54.0,59.0,67.0,65.0,72.0,fifa-match
Australia,AUS,D,Jason Geria,DF,33,14,63.0,72.0,36.0,52.0,59.0,59.0,72.0,fifa-match
Australia,AUS,D,Mathew Leckie,FW,35,80,71.0,81.0,65.0,64.0,73.0,51.0,70.0,fifa-match
Australia,AUS,D,Connor Metcalfe,MF,26,36,66.0,57.0,54.0,59.0,67.0,56.0,76.0,fifa-match
Australia,AUS,D,Mohamed Touré,FW,22,10,74.0,79.0,57.0,67.0,73.0,72.0,72.0,fifa-match
Australia,AUS,D,Ajdin Hrustic,FW,29,37,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Awer Mabil,FW,30,38,69.0,89.0,60.0,64.0,69.0,34.0,55.0,fifa-match
Australia,AUS,D,Paul Izzo,GK,31,4,79.0,70.0,33.0,48.0,65.0,82.0,78.0,fifa-match
Australia,AUS,D,Aiden O'Neill,MF,27,31,69.0,65.0,57.0,68.0,68.0,65.0,78.0,fifa-match
Australia,AUS,D,Cammy Devlin,MF,28,5,70.0,69.0,54.0,62.0,68.0,65.0,71.0,fifa-match
Australia,AUS,D,Kai Trewin,DF,25,6,59.0,73.0,26.0,47.0,53.0,57.0,70.0,fifa-match
Australia,AUS,D,Aziz Behich,DF,35,84,69.0,77.0,62.0,64.0,70.0,65.0,68.0,fifa-match
Australia,AUS,D,Nestory Irankunda,FW,20,15,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Patrick Beach,GK,22,2,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Harry Souttar,DF,27,38,71.0,41.0,28.0,48.0,57.0,72.0,75.0,fifa-match
Australia,AUS,D,Cristian Volpato,FW,22,1,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Cameron Burgess,DF,30,27,68.0,51.0,26.0,47.0,52.0,67.0,79.0,fifa-match
Australia,AUS,D,Jackson Irvine,MF,33,82,68.0,59.0,65.0,65.0,67.0,67.0,76.0,fifa-match
Australia,AUS,D,Nishan Velupillay,FW,25,7,51.0,77.0,44.0,45.0,49.0,25.0,50.0,fifa-match
Australia,AUS,D,Paul Okon-Engstler,MF,21,6,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Lucas Herrington,DF,18,4,69.0,73.0,54.0,59.0,67.0,65.0,72.0,team-median
Australia,AUS,D,Tete Yengi,FW,25,1,58.0,86.0,53.0,49.0,61.0,32.0,72.0,fifa-match
Paraguay,PAR,D,Gatito Fernández,GK,38,31,81.0,78.0,37.0,66.0,69.0,81.0,80.0,fifa-match
Paraguay,PAR,D,Gustavo Velázquez,DF,35,13,73.0,62.0,43.0,49.0,53.0,75.0,78.0,fifa-match
Paraguay,PAR,D,Omar Alderete,DF,29,36,74.0,66.0,56.0,59.0,63.0,74.0,77.0,fifa-match
Paraguay,PAR,D,Juan José Cáceres,DF,26,17,76.0,70.0,51.0,63.0,69.0,77.0,75.0,fifa-match
Paraguay,PAR,D,Fabián Balbuena,DF,34,48,74.0,70.0,66.0,64.0,70.0,52.0,66.0,team-median
Paraguay,PAR,D,Júnior Alonso,DF,33,71,79.0,58.0,74.0,78.0,77.0,75.0,77.0,fifa-match
Paraguay,PAR,D,Ramón Sosa,MF,26,29,78.0,70.0,66.0,64.0,70.0,52.0,66.0,fifa-match
Paraguay,PAR,D,Diego Gómez,MF,23,24,85.0,87.0,78.0,84.0,87.0,39.0,55.0,fifa-match
Paraguay,PAR,D,Antonio Sanabria,FW,30,48,74.0,73.0,72.0,70.0,75.0,32.0,62.0,fifa-match
Paraguay,PAR,D,Miguel Almirón,MF,32,76,77.0,86.0,72.0,74.0,79.0,53.0,63.0,fifa-match
Paraguay,PAR,D,Maurício,MF,24,3,75.0,72.0,70.0,73.0,74.0,73.0,72.0,fifa-match
Paraguay,PAR,D,Orlando Gill,GK,26,6,53.0,70.0,66.0,64.0,70.0,52.0,66.0,fifa-match
Paraguay,PAR,D,José Canale,DF,29,2,68.0,66.0,31.0,48.0,48.0,68.0,71.0,fifa-match
Paraguay,PAR,D,Andrés Cubas,MF,30,33,75.0,69.0,52.0,68.0,73.0,74.0,59.0,fifa-match
Paraguay,PAR,D,Gustavo Gómez,DF,33,89,85.0,87.0,78.0,84.0,87.0,39.0,55.0,fifa-match
Paraguay,PAR,D,Damián Bobadilla,MF,24,19,74.0,70.0,66.0,64.0,70.0,52.0,66.0,team-median
Paraguay,PAR,D,Kaku,FW,31,33,75.0,82.0,68.0,73.0,77.0,52.0,65.0,fifa-match
Paraguay,PAR,D,Álex Arce,FW,30,15,68.0,62.0,64.0,63.0,70.0,38.0,50.0,fifa-match
Paraguay,PAR,D,Julio Enciso,FW,22,32,61.0,68.0,55.0,53.0,63.0,31.0,43.0,fifa-match
Paraguay,PAR,D,Braian Ojeda,MF,25,17,73.0,81.0,71.0,69.0,74.0,33.0,59.0,fifa-match
Paraguay,PAR,D,Gabriel Ávalos,FW,34,23,71.0,67.0,69.0,48.0,69.0,34.0,75.0,fifa-match
Paraguay,PAR,D,Gastón Olveira,GK,33,1,67.0,70.0,66.0,64.0,70.0,52.0,66.0,fifa-match
Paraguay,PAR,D,Matías Galarza,MF,24,15,74.0,70.0,66.0,64.0,70.0,52.0,66.0,team-median
Paraguay,PAR,D,Gustavo Caballero,MF,24,2,63.0,73.0,50.0,57.0,65.0,44.0,60.0,fifa-match
Paraguay,PAR,D,Isidro Pitta,FW,26,5,68.0,66.0,70.0,45.0,63.0,24.0,66.0,fifa-match
Paraguay,PAR,D,Alexandro Maidana,DF,20,2,73.0,33.0,37.0,62.0,51.0,72.0,75.0,fifa-match
Türkiye,TUR,D,Mert Günok,GK,37,37,75.0,70.0,54.0,60.0,68.0,63.0,72.0,fifa-match
Türkiye,TUR,D,Zeki Çelik,DF,29,61,79.0,79.0,58.0,71.0,72.0,75.0,79.0,fifa-match
Türkiye,TUR,D,Merih Demiral,DF,28,62,77.0,73.0,39.0,47.0,60.0,79.0,80.0,fifa-match
Türkiye,TUR,D,Çağlar Söyüncü,DF,30,60,80.0,76.0,46.0,60.0,67.0,80.0,80.0,fifa-match
Türkiye,TUR,D,Salih Özcan,MF,28,30,73.0,69.0,62.0,69.0,75.0,69.0,73.0,fifa-match
Türkiye,TUR,D,Orkun Kökçü,MF,25,50,75.0,71.0,70.0,76.0,77.0,55.0,70.0,fifa-match
Türkiye,TUR,D,Kerem Aktürkoğlu,FW,27,52,71.0,85.0,63.0,61.0,74.0,34.0,48.0,fifa-match
Türkiye,TUR,D,Arda Güler,FW,21,29,62.0,61.0,36.0,47.0,48.0,61.0,73.0,fifa-match
Türkiye,TUR,D,Deniz Gül,FW,21,8,75.0,70.0,54.0,60.0,68.0,63.0,72.0,team-median
Türkiye,TUR,D,Hakan Çalhanoğlu,MF,32,105,82.0,67.0,78.0,84.0,85.0,59.0,57.0,fifa-match
Türkiye,TUR,D,Kenan Yıldız,FW,21,28,75.0,70.0,54.0,60.0,68.0,63.0,72.0,team-median
Türkiye,TUR,D,Altay Bayındır,GK,28,12,77.0,70.0,54.0,60.0,68.0,63.0,72.0,fifa-match
Türkiye,TUR,D,Eren Elmalı,DF,25,23,60.0,60.0,37.0,43.0,58.0,60.0,53.0,fifa-match
Türkiye,TUR,D,Abdülkerim Bardakcı,DF,31,27,69.0,48.0,32.0,47.0,54.0,70.0,74.0,fifa-match
Türkiye,TUR,D,Ozan Kabak,DF,26,30,76.0,69.0,36.0,56.0,69.0,74.0,79.0,fifa-match
Türkiye,TUR,D,İsmail Yüksek,MF,27,32,75.0,70.0,54.0,60.0,68.0,63.0,72.0,team-median
Türkiye,TUR,D,İrfan Can Kahveci,FW,30,47,75.0,77.0,68.0,76.0,77.0,65.0,71.0,fifa-match
Türkiye,TUR,D,Mert Müldür,DF,27,45,71.0,77.0,49.0,60.0,72.0,67.0,72.0,fifa-match
Türkiye,TUR,D,Yunus Akgün,FW,25,19,65.0,80.0,63.0,59.0,68.0,29.0,39.0,fifa-match
Türkiye,TUR,D,Ferdi Kadıoğlu,DF,26,30,75.0,70.0,54.0,60.0,68.0,63.0,72.0,team-median
Türkiye,TUR,D,Barış Alper Yılmaz,FW,26,35,81.0,79.0,83.0,69.0,73.0,34.0,79.0,fifa-match
Türkiye,TUR,D,Kaan Ayhan,MF,31,73,75.0,64.0,53.0,71.0,68.0,76.0,75.0,fifa-match
Türkiye,TUR,D,Uğurcan Çakır,GK,30,39,79.0,70.0,54.0,60.0,68.0,63.0,72.0,fifa-match
Türkiye,TUR,D,Oğuz Aydın,FW,25,11,60.0,66.0,56.0,55.0,60.0,31.0,50.0,fifa-match
Türkiye,TUR,D,Samet Akaydin,DF,32,19,60.0,53.0,35.0,34.0,38.0,61.0,68.0,fifa-match
Türkiye,TUR,D,Can Uzun,FW,20,6,75.0,70.0,54.0,60.0,68.0,63.0,72.0,team-median
United States,USA,D,Matt Turner,GK,31,54,75.0,77.0,59.0,65.0,73.0,54.0,65.0,fifa-match
United States,USA,D,Sergiño Dest,DF,25,39,76.0,87.0,59.0,72.0,81.0,67.0,66.0,fifa-match
United States,USA,D,Chris Richards,DF,26,36,74.0,81.0,46.0,60.0,73.0,69.0,63.0,fifa-match
United States,USA,D,Tyler Adams,MF,27,54,77.0,81.0,48.0,70.0,73.0,74.0,75.0,fifa-match
United States,USA,D,Antonee Robinson,DF,28,54,73.0,79.0,73.0,65.0,74.0,32.0,61.0,fifa-match
United States,USA,D,Auston Trusty,DF,27,8,68.0,77.0,40.0,47.0,47.0,68.0,78.0,fifa-match
United States,USA,D,Giovanni Reyna,MF,23,38,77.0,77.0,71.0,74.0,82.0,36.0,71.0,fifa-match
United States,USA,D,Weston McKennie,MF,27,66,77.0,81.0,71.0,74.0,76.0,76.0,83.0,fifa-match
United States,USA,D,Ricardo Pepi,FW,23,37,65.0,62.0,65.0,49.0,61.0,34.0,58.0,fifa-match
United States,USA,D,Christian Pulisic,FW,27,86,82.0,89.0,70.0,73.0,86.0,37.0,59.0,fifa-match
United States,USA,D,Brenden Aaronson,FW,25,58,70.0,80.0,62.0,63.0,73.0,50.0,56.0,fifa-match
United States,USA,D,Miles Robinson,DF,29,40,73.0,79.0,73.0,65.0,74.0,32.0,61.0,fifa-match
United States,USA,D,Tim Ream,DF,38,82,69.0,57.0,43.0,67.0,68.0,70.0,69.0,fifa-match
United States,USA,D,Sebastian Berhalter,MF,25,13,59.0,68.0,43.0,57.0,62.0,51.0,60.0,fifa-match
United States,USA,D,Cristian Roldan,MF,31,47,75.0,71.0,67.0,70.0,75.0,70.0,79.0,fifa-match
United States,USA,D,Alex Freeman,DF,21,17,70.0,69.0,66.0,71.0,73.0,51.0,62.0,fifa-match
United States,USA,D,Malik Tillman,MF,24,30,65.0,70.0,51.0,64.0,72.0,35.0,62.0,fifa-match
United States,USA,D,Max Arfsten,DF,25,20,73.0,77.0,59.0,65.0,73.0,54.0,65.0,team-median
United States,USA,D,Haji Wright,FW,28,20,68.0,63.0,38.0,51.0,54.0,67.0,74.0,fifa-match
United States,USA,D,Folarin Balogun,FW,24,27,74.0,70.0,45.0,59.0,60.0,73.0,79.0,fifa-match
United States,USA,D,Timothy Weah,FW,26,51,74.0,87.0,71.0,67.0,76.0,45.0,61.0,fifa-match
United States,USA,D,Mark McKenzie,DF,27,29,70.0,77.0,36.0,48.0,59.0,72.0,70.0,fifa-match
United States,USA,D,Joe Scally,DF,23,26,62.0,79.0,31.0,56.0,63.0,54.0,68.0,fifa-match
United States,USA,D,Matt Freese,GK,27,15,64.0,77.0,59.0,65.0,73.0,54.0,65.0,fifa-match
United States,USA,D,Chris Brady,GK,22,1,73.0,66.0,70.0,74.0,74.0,65.0,63.0,fifa-match
United States,USA,D,Alejandro Zendejas,FW,28,14,68.0,76.0,59.0,63.0,71.0,40.0,65.0,fifa-match
Curaçao,CUW,E,Eloy Room,GK,37,71,74.0,74.0,62.0,60.0,68.0,62.0,72.0,fifa-match
Curaçao,CUW,E,Shurandy Sambo,DF,24,8,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Juriën Gaari,DF,32,60,66.0,75.0,40.0,52.0,63.0,62.0,71.0,fifa-match
Curaçao,CUW,E,Roshon van Eijma,DF,28,28,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Sherel Floranus,DF,27,28,67.0,82.0,46.0,58.0,68.0,61.0,72.0,fifa-match
Curaçao,CUW,E,Godfried Roemeratoe,MF,26,28,67.0,70.0,44.0,59.0,64.0,66.0,73.0,fifa-match
Curaçao,CUW,E,Juninho Bacuna,MF,28,49,70.0,70.0,69.0,70.0,72.0,65.0,76.0,fifa-match
Curaçao,CUW,E,Livano Comenencia,MF,22,20,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Jürgen Locadia,FW,32,13,71.0,70.0,70.0,66.0,71.0,35.0,73.0,fifa-match
Curaçao,CUW,E,Leandro Bacuna,MF,34,72,70.0,70.0,69.0,70.0,72.0,65.0,76.0,fifa-match
Curaçao,CUW,E,Jeremy Antonisse,FW,24,27,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Sontje Hansen,FW,24,6,74.0,74.0,62.0,60.0,68.0,62.0,72.0,fifa-match
Curaçao,CUW,E,Tyrese Noslin,FW,23,7,60.0,74.0,60.0,45.0,62.0,20.0,50.0,fifa-match
Curaçao,CUW,E,Kenji Gorré,FW,31,38,69.0,79.0,67.0,62.0,70.0,33.0,61.0,fifa-match
Curaçao,CUW,E,Ar'jany Martha,MF,22,9,61.0,80.0,55.0,56.0,64.0,30.0,41.0,fifa-match
Curaçao,CUW,E,Jearl Margaritha,FW,26,22,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Brandley Kuwas,FW,33,35,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Armando Obispo,DF,27,6,71.0,74.0,42.0,57.0,60.0,70.0,76.0,fifa-match
Curaçao,CUW,E,Gervane Kastaneer,FW,30,29,63.0,70.0,65.0,55.0,65.0,31.0,68.0,fifa-match
Curaçao,CUW,E,Joshua Brenet,DF,32,18,70.0,79.0,36.0,61.0,69.0,67.0,66.0,fifa-match
Curaçao,CUW,E,Tahith Chong,MF,26,6,70.0,82.0,64.0,67.0,69.0,45.0,62.0,fifa-match
Curaçao,CUW,E,Kevin Felida,MF,26,19,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Riechedly Bazoer,DF,29,5,76.0,72.0,68.0,77.0,78.0,74.0,75.0,fifa-match
Curaçao,CUW,E,Deveron Fonville,DF,23,2,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Tyrick Bodak,GK,24,4,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Curaçao,CUW,E,Trevor Doornbusch,GK,26,8,70.0,74.0,62.0,60.0,68.0,62.0,72.0,team-median
Ecuador,ECU,E,Hernán Galíndez,GK,39,35,74.0,74.0,63.0,65.0,71.0,51.0,70.0,team-median
Ecuador,ECU,E,Félix Torres,DF,29,49,82.0,82.0,79.0,78.0,82.0,35.0,66.0,fifa-match
Ecuador,ECU,E,Piero Hincapié,DF,24,52,70.0,75.0,27.0,58.0,60.0,70.0,69.0,fifa-match
Ecuador,ECU,E,Joel Ordóñez,DF,22,17,64.0,65.0,34.0,40.0,51.0,63.0,71.0,fifa-match
Ecuador,ECU,E,Jordy Alcívar,MF,26,11,68.0,66.0,64.0,65.0,63.0,66.0,68.0,fifa-match
Ecuador,ECU,E,Willian Pacho,DF,24,34,61.0,60.0,32.0,47.0,53.0,61.0,65.0,fifa-match
Ecuador,ECU,E,Pervis Estupiñán,DF,28,54,79.0,82.0,34.0,68.0,72.0,75.0,75.0,fifa-match
Ecuador,ECU,E,Anthony Valencia,MF,22,3,75.0,88.0,74.0,66.0,73.0,46.0,75.0,fifa-match
Ecuador,ECU,E,John Yeboah,FW,25,23,68.0,90.0,62.0,57.0,73.0,25.0,52.0,fifa-match
Ecuador,ECU,E,Kendry Páez,MF,19,26,74.0,74.0,63.0,65.0,71.0,51.0,70.0,team-median
Ecuador,ECU,E,Kevin Rodríguez,FW,26,31,81.0,53.0,86.0,86.0,86.0,50.0,60.0,fifa-match
Ecuador,ECU,E,Moisés Ramírez,GK,25,7,74.0,76.0,70.0,71.0,78.0,62.0,66.0,fifa-match
Ecuador,ECU,E,Enner Valencia,FW,36,105,75.0,88.0,74.0,66.0,73.0,46.0,75.0,fifa-match
